sales_person,country,product,date,amount,boxes_shipped,day,month,year,weekdays
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2023-01-31,2155.64,281.0,31,1,2023,Tuesday
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2023-06-30,8184.37,43.0,30,6,2023,Friday
Barr Faughny,Canada,Manuka Honey Choco,2023-08-25,3613.32,251.0,25,8,2023,Friday
Gigi Bohling,New Zealand,Smooth Sliky Salty,2023-10-01,801.09,101.0,1,10,2023,Sunday
Brien Boise,USA,Manuka Honey Choco,2023-08-22,2069.48,8.0,22,8,2023,Tuesday
Roddy Speechley,New Zealand,85% Dark Bars,2023-04-14,5096.21,284.0,14,4,2023,Friday
Oby Sorrel,UK,Smooth Sliky Salty,2023-05-31,10573.5,338.0,31,5,2023,Wednesday
Oby Sorrel,UK,Raspberry Choco,2023-08-04,4611.37,322.0,4,8,2023,Friday
Roddy Speechley,USA,Drinking Coco,2023-02-21,3288.77,148.0,21,2,2023,Tuesday
Andria Kimpton,Australia,Manuka Honey Choco,2023-03-30,10883.13,394.0,30,3,2023,Thursday
Mallorie Waber,India,Raspberry Choco,2023-02-03,1516.56,2.0,3,2,2023,Friday
Jehu Rudeforth,USA,Orange Choco,2023-07-28,391.33,184.0,28,7,2023,Friday
Kaine Padly,New Zealand,70% Dark Bites,2023-03-24,7969.08,38.0,24,3,2023,Friday
Curtice Advani,Australia,After Nines,2023-11-08,63.71,109.0,8,11,2023,Wednesday
Husein Augar,UK,Almond Choco,2023-05-17,8832.33,175.0,17,5,2023,Wednesday
Kaine Padly,Canada,Choco Coated Almonds,2023-05-18,3542.19,180.0,18,5,2023,Thursday
Roddy Speechley,UK,Peanut Butter Cubes,2023-08-17,6052.07,173.0,17,8,2023,Thursday
Ches Bonnell,New Zealand,Eclairs,2023-04-04,543.2,54.0,4,4,2023,Tuesday
Brien Boise,India,85% Dark Bars,2023-09-08,18894.92,201.0,8,9,2023,Friday
Brien Boise,New Zealand,Organic Choco Syrup,2023-01-17,689.4,331.0,17,1,2023,Tuesday
Andria Kimpton,Canada,White Choc,2023-02-14,4435.95,31.0,14,2,2023,Tuesday
Gigi Bohling,New Zealand,Orange Choco,2023-05-16,9111.34,324.0,16,5,2023,Tuesday
Ches Bonnell,Canada,Smooth Sliky Salty,2023-03-16,10369.71,129.0,16,3,2023,Thursday
Husein Augar,Canada,70% Dark Bites,2023-01-31,5833.2,290.0,31,1,2023,Tuesday
Barr Faughny,Canada,Organic Choco Syrup,2023-10-03,1229.96,219.0,3,10,2023,Tuesday
Oby Sorrel,UK,Organic Choco Syrup,2023-06-30,8839.72,170.0,30,6,2023,Friday
Van Tuxwell,New Zealand,Eclairs,2023-01-03,5747.66,176.0,3,1,2023,Tuesday
Mallorie Waber,UK,Drinking Coco,2023-05-27,3666.04,107.0,27,5,2023,Saturday
Oby Sorrel,UK,Milk Bars,2023-11-07,6853.82,220.0,7,11,2023,Tuesday
Karlen McCaffrey,New Zealand,Mint Chip Choco,2023-02-03,4361.01,59.0,3,2,2023,Friday
Jehu Rudeforth,USA,Raspberry Choco,2023-04-03,7686.15,141.0,3,4,2023,Monday
Kelci Walkden,UK,85% Dark Bars,2023-06-23,4188.43,235.0,23,6,2023,Friday
Kelci Walkden,USA,Almond Choco,2023-01-27,5425.24,234.0,27,1,2023,Friday
Marney O'Breen,Canada,Orange Choco,2023-01-14,2896.97,456.0,14,1,2023,Saturday
Dennison Crosswaite,India,Fruit & Nut Bars,2023-07-29,1071.31,23.0,29,7,2023,Saturday
Brien Boise,Canada,Smooth Sliky Salty,2023-05-13,6417.05,497.0,13,5,2023,Saturday
Barr Faughny,Canada,Baker's Choco Chips,2023-03-02,10967.31,172.0,2,3,2023,Thursday
Brien Boise,India,Smooth Sliky Salty,2023-05-27,6345.02,28.0,27,5,2023,Saturday
Jan Morforth,Australia,Drinking Coco,2023-02-18,2824.71,25.0,18,2,2023,Saturday
Brien Boise,India,Spicy Special Slims,2023-01-28,1463.67,34.0,28,1,2023,Saturday
Van Tuxwell,UK,Eclairs,2023-06-29,5856.52,115.0,29,6,2023,Thursday
Wilone O'Kielt,India,Caramel Stuffed Bars,2023-01-13,4303.86,282.0,13,1,2023,Friday
Jehu Rudeforth,UK,After Nines,2023-06-27,2047.77,169.0,27,6,2023,Tuesday
Barr Faughny,Canada,White Choc,2023-03-29,4692.36,1.0,29,3,2023,Wednesday
Gunar Cockshoot,India,Organic Choco Syrup,2023-03-06,7302.42,153.0,6,3,2023,Monday
Mallorie Waber,Canada,Smooth Sliky Salty,2023-03-21,2056.92,103.0,21,3,2023,Tuesday
Mallorie Waber,India,Eclairs,2023-12-04,11032.79,49.0,4,12,2023,Monday
Rafaelita Blaksland,Australia,Raspberry Choco,2023-01-19,7773.64,247.0,19,1,2023,Thursday
Karlen McCaffrey,UK,50% Dark Bites,2023-06-04,3843.01,295.0,4,6,2023,Sunday
Kaine Padly,Australia,50% Dark Bites,2023-02-08,9163.79,81.0,8,2,2023,Wednesday
Gigi Bohling,Australia,Eclairs,2023-12-04,7628.59,146.0,4,12,2023,Monday
Oby Sorrel,India,Drinking Coco,2023-07-21,18220.59,139.0,21,7,2023,Friday
Van Tuxwell,New Zealand,Baker's Choco Chips,2023-03-22,9828.94,24.0,22,3,2023,Wednesday
Husein Augar,India,Peanut Butter Cubes,2023-09-05,4726.65,5.0,5,9,2023,Tuesday
Andria Kimpton,Australia,Baker's Choco Chips,2023-09-08,344.82,118.0,8,9,2023,Friday
Madelene Upcott,Canada,Choco Coated Almonds,2023-07-20,3451.24,283.0,20,7,2023,Thursday
Brien Boise,India,70% Dark Bites,2023-04-14,5071.49,439.0,14,4,2023,Friday
Jehu Rudeforth,Canada,White Choc,2023-01-25,4719.38,132.0,25,1,2023,Wednesday
Andria Kimpton,Australia,Almond Choco,2023-04-25,3430.58,174.0,25,4,2023,Tuesday
Dotty Strutley,Canada,After Nines,2023-01-17,268.3,239.0,17,1,2023,Tuesday
Karlen McCaffrey,USA,Eclairs,2023-08-15,991.46,133.0,15,8,2023,Tuesday
Karlen McCaffrey,Canada,Fruit & Nut Bars,2023-02-06,213.45,17.0,6,2,2023,Monday
Gunar Cockshoot,USA,85% Dark Bars,2023-06-30,7586.38,131.0,30,6,2023,Friday
Dotty Strutley,New Zealand,Raspberry Choco,2023-10-02,6192.19,99.0,2,10,2023,Monday
Marney O'Breen,Canada,Caramel Stuffed Bars,2023-02-23,1510.58,602.0,23,2,2023,Thursday
Dennison Crosswaite,India,Organic Choco Syrup,2023-01-27,8693.31,209.0,27,1,2023,Friday
Camilla Castle,UK,Mint Chip Choco,2023-05-26,5509.77,307.0,26,5,2023,Friday
Brien Boise,USA,70% Dark Bites,2023-04-14,1863.2,22.0,14,4,2023,Friday
Madelene Upcott,Australia,99% Dark & Pure,2023-01-08,4822.5,159.0,8,1,2023,Sunday
Mallorie Waber,Australia,Eclairs,2023-08-22,10856.55,229.0,22,8,2023,Tuesday
Marney O'Breen,India,99% Dark & Pure,2023-07-22,11252.11,159.0,22,7,2023,Saturday
Husein Augar,USA,Fruit & Nut Bars,2023-04-28,1387.72,27.0,28,4,2023,Friday
Kelci Walkden,Australia,Almond Choco,2023-05-30,5509.22,341.0,30,5,2023,Tuesday
Ches Bonnell,USA,Milk Bars,2023-07-21,2444.25,155.0,21,7,2023,Friday
Jan Morforth,UK,Caramel Stuffed Bars,2023-02-08,3175.62,507.0,8,2,2023,Wednesday
Brien Boise,New Zealand,70% Dark Bites,2023-06-15,7900.42,143.0,15,6,2023,Thursday
Oby Sorrel,India,85% Dark Bars,2023-05-07,9072.46,142.0,7,5,2023,Sunday
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-12-04,8.06,513.0,4,12,2023,Monday
Gigi Bohling,Australia,70% Dark Bites,2023-08-18,1548.54,104.0,18,8,2023,Friday
Jan Morforth,UK,50% Dark Bites,2023-12-01,5501.67,298.0,1,12,2023,Friday
Gunar Cockshoot,Canada,White Choc,2023-11-08,7685.42,15.0,8,11,2023,Wednesday
Jehu Rudeforth,Australia,Spicy Special Slims,2023-01-13,5147.77,402.0,13,1,2023,Friday
Husein Augar,UK,Baker's Choco Chips,2023-04-29,3070.43,143.0,29,4,2023,Saturday
Rafaelita Blaksland,New Zealand,After Nines,2023-07-07,1127.5,88.0,7,7,2023,Friday
Madelene Upcott,New Zealand,Mint Chip Choco,2023-11-03,8502.77,4.0,3,11,2023,Friday
Madelene Upcott,UK,70% Dark Bites,2023-02-16,5961.02,241.0,16,2,2023,Thursday
Barr Faughny,Australia,Organic Choco Syrup,2023-07-01,2478.33,33.0,1,7,2023,Saturday
Beverie Moffet,New Zealand,Drinking Coco,2023-12-01,1269.56,497.0,1,12,2023,Friday
Beverie Moffet,India,Eclairs,2023-09-06,11130.52,144.0,6,9,2023,Wednesday
Andria Kimpton,India,Eclairs,2023-05-16,2455.09,83.0,16,5,2023,Tuesday
Gigi Bohling,UK,85% Dark Bars,2023-06-23,12764.94,100.0,23,6,2023,Friday
Roddy Speechley,UK,Raspberry Choco,2023-01-28,13351.42,198.0,28,1,2023,Saturday
Dotty Strutley,UK,Mint Chip Choco,2023-07-14,2763.22,223.0,14,7,2023,Friday
Barr Faughny,Canada,Drinking Coco,2023-04-18,6523.34,245.0,18,4,2023,Tuesday
Oby Sorrel,USA,Milk Bars,2023-06-14,1868.25,82.0,14,6,2023,Wednesday
Oby Sorrel,UK,Orange Choco,2023-04-15,8431.83,251.0,15,4,2023,Saturday
Curtice Advani,Canada,Peanut Butter Cubes,2023-05-19,5646.99,64.0,19,5,2023,Friday
Gigi Bohling,India,White Choc,2023-04-13,1484.67,180.0,13,4,2023,Thursday
Husein Augar,Canada,Choco Coated Almonds,2023-08-15,3859.95,395.0,15,8,2023,Tuesday
Wilone O'Kielt,India,Choco Coated Almonds,2023-08-22,3237.3,227.0,22,8,2023,Tuesday
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2023-04-22,4072.43,64.0,22,4,2023,Saturday
Kaine Padly,UK,Choco Coated Almonds,2023-03-08,8054.87,118.0,8,3,2023,Wednesday
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-04-01,420.3,224.0,1,4,2023,Saturday
Kelci Walkden,Canada,After Nines,2023-01-13,17073.99,218.0,13,1,2023,Friday
Van Tuxwell,Australia,Baker's Choco Chips,2023-11-05,13624.31,33.0,5,11,2023,Sunday
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,2318.46,235.0,16,2,2023,Thursday
Kaine Padly,UK,Caramel Stuffed Bars,2023-05-20,10740.05,67.0,20,5,2023,Saturday
Jehu Rudeforth,UK,Drinking Coco,2023-03-02,7624.67,422.0,2,3,2023,Thursday
Beverie Moffet,India,Manuka Honey Choco,2023-06-05,10168.32,159.0,5,6,2023,Monday
Gunar Cockshoot,UK,Choco Coated Almonds,2023-06-30,6635.15,141.0,30,6,2023,Friday
Gunar Cockshoot,UK,Smooth Sliky Salty,2023-03-22,860.12,158.0,22,3,2023,Wednesday
Camilla Castle,Canada,Orange Choco,2023-02-17,8671.21,52.0,17,2,2023,Friday
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,5534.11,63.0,7,7,2023,Friday
Oby Sorrel,UK,70% Dark Bites,2023-03-16,6800.26,187.0,16,3,2023,Thursday
Kelci Walkden,UK,99% Dark & Pure,2023-12-08,3927.83,123.0,8,12,2023,Friday
Gigi Bohling,New Zealand,After Nines,2023-01-21,5833.8,196.0,21,1,2023,Saturday
Oby Sorrel,Australia,50% Dark Bites,2023-06-05,733.08,147.0,5,6,2023,Monday
Oby Sorrel,Canada,50% Dark Bites,2023-06-24,7164.51,140.0,24,6,2023,Saturday
Barr Faughny,USA,White Choc,2023-05-05,7900.52,175.0,5,5,2023,Friday
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,3550.76,85.0,25,3,2023,Saturday
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,10281.51,136.0,14,2,2023,Tuesday
Curtice Advani,New Zealand,85% Dark Bars,2023-12-05,5936.81,180.0,5,12,2023,Tuesday
Barr Faughny,New Zealand,Smooth Sliky Salty,2023-01-25,4552.15,172.0,25,1,2023,Wednesday
Ches Bonnell,UK,85% Dark Bars,2023-06-28,15944.86,11.0,28,6,2023,Wednesday
Dennison Crosswaite,Australia,Drinking Coco,2023-07-13,7722.58,188.0,13,7,2023,Thursday
Roddy Speechley,USA,Milk Bars,2023-05-16,3105.38,268.0,16,5,2023,Tuesday
Jan Morforth,India,After Nines,2023-03-14,6994.35,179.0,14,3,2023,Tuesday
Gunar Cockshoot,USA,After Nines,2023-08-15,4264.49,252.0,15,8,2023,Tuesday
Ches Bonnell,India,Orange Choco,2023-02-16,1215.3,271.0,16,2,2023,Thursday
Mallorie Waber,UK,Manuka Honey Choco,2023-06-15,8519.37,45.0,15,6,2023,Thursday
Barr Faughny,Australia,Raspberry Choco,2023-05-27,9810.95,105.0,27,5,2023,Saturday
Wilone O'Kielt,USA,Drinking Coco,2023-06-14,1065.63,107.0,14,6,2023,Wednesday
Wilone O'Kielt,India,Eclairs,2023-02-25,3894.68,80.0,25,2,2023,Saturday
Wilone O'Kielt,India,After Nines,2023-04-08,12194.27,252.0,8,4,2023,Saturday
Kelci Walkden,India,99% Dark & Pure,2023-06-28,2455.13,236.0,28,6,2023,Wednesday
Gunar Cockshoot,Canada,Spicy Special Slims,2023-05-04,14887.76,12.0,4,5,2023,Thursday
Madelene Upcott,Canada,Peanut Butter Cubes,2023-05-07,15276.46,121.0,7,5,2023,Sunday
Kaine Padly,New Zealand,Eclairs,2023-01-20,13520.48,47.0,20,1,2023,Friday
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,9195.53,127.0,16,2,2023,Thursday
Curtice Advani,UK,Drinking Coco,2023-12-07,460.98,182.0,7,12,2023,Thursday
Kelci Walkden,India,Raspberry Choco,2023-06-16,8216.56,257.0,16,6,2023,Friday
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,1863.54,277.0,13,4,2023,Thursday
Kaine Padly,UK,50% Dark Bites,2023-02-21,3283.0,72.0,21,2,2023,Tuesday
Roddy Speechley,Canada,Choco Coated Almonds,2023-11-05,5967.18,247.0,5,11,2023,Sunday
Ches Bonnell,India,50% Dark Bites,2023-04-15,12083.5,334.0,15,4,2023,Saturday
Oby Sorrel,Canada,Peanut Butter Cubes,2023-07-06,12397.06,179.0,6,7,2023,Thursday
Oby Sorrel,UK,White Choc,2023-06-27,1746.01,280.0,27,6,2023,Tuesday
Barr Faughny,India,After Nines,2023-07-29,9021.65,104.0,29,7,2023,Saturday
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-02-06,5263.45,165.0,6,2,2023,Monday
Rafaelita Blaksland,India,Mint Chip Choco,2023-01-26,15473.0,91.0,26,1,2023,Thursday
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-02-03,5566.57,140.0,3,2,2023,Friday
Van Tuxwell,Australia,70% Dark Bites,2023-10-01,8111.43,111.0,1,10,2023,Sunday
Beverie Moffet,USA,70% Dark Bites,2023-06-27,2341.8,117.0,27,6,2023,Tuesday
Barr Faughny,Canada,Orange Choco,2023-06-30,8650.42,19.0,30,6,2023,Friday
Roddy Speechley,Australia,85% Dark Bars,2023-08-07,4444.72,77.0,7,8,2023,Monday
Oby Sorrel,India,Spicy Special Slims,2023-08-06,12531.37,86.0,6,8,2023,Sunday
Jan Morforth,UK,Manuka Honey Choco,2023-08-18,3558.89,231.0,18,8,2023,Friday
Kaine Padly,Australia,After Nines,2023-08-04,7889.9,300.0,4,8,2023,Friday
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,3589.18,176.0,8,8,2023,Tuesday
Wilone O'Kielt,UK,Milk Bars,2023-08-26,305.39,62.0,26,8,2023,Saturday
Oby Sorrel,Canada,Fruit & Nut Bars,2023-01-14,1896.64,161.0,14,1,2023,Saturday
Dennison Crosswaite,USA,Baker's Choco Chips,2023-11-08,18494.72,298.0,8,11,2023,Wednesday
Madelene Upcott,USA,Almond Choco,2023-05-31,11103.47,24.0,31,5,2023,Wednesday
Van Tuxwell,New Zealand,50% Dark Bites,2023-11-07,4162.28,11.0,7,11,2023,Tuesday
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2023-02-03,3357.3,308.0,3,2,2023,Friday
Madelene Upcott,Australia,Raspberry Choco,2023-07-13,7033.52,94.0,13,7,2023,Thursday
Rafaelita Blaksland,UK,Spicy Special Slims,2023-03-08,9896.8,143.0,8,3,2023,Wednesday
Curtice Advani,UK,Peanut Butter Cubes,2023-01-03,15653.44,175.0,3,1,2023,Tuesday
Kelci Walkden,New Zealand,White Choc,2023-04-13,7899.31,148.0,13,4,2023,Thursday
Beverie Moffet,Canada,Fruit & Nut Bars,2023-02-14,10644.74,172.0,14,2,2023,Tuesday
Mallorie Waber,India,White Choc,2023-07-26,872.83,224.0,26,7,2023,Wednesday
Brien Boise,UK,Drinking Coco,2023-01-27,6337.94,128.0,27,1,2023,Friday
Jehu Rudeforth,India,Peanut Butter Cubes,2023-04-14,31.15,451.0,14,4,2023,Friday
Oby Sorrel,USA,Almond Choco,2023-05-19,7107.55,142.0,19,5,2023,Friday
Husein Augar,India,Eclairs,2023-09-02,5465.85,56.0,2,9,2023,Saturday
Brien Boise,UK,Spicy Special Slims,2023-05-25,2462.14,60.0,25,5,2023,Thursday
Oby Sorrel,Australia,Manuka Honey Choco,2023-01-26,4194.44,80.0,26,1,2023,Thursday
Beverie Moffet,India,White Choc,2023-04-07,1994.44,299.0,7,4,2023,Friday
Ches Bonnell,India,Almond Choco,2023-04-13,12124.05,80.0,13,4,2023,Thursday
Gigi Bohling,Australia,Smooth Sliky Salty,2023-01-25,5884.09,117.0,25,1,2023,Wednesday
Camilla Castle,USA,85% Dark Bars,2023-04-25,2639.16,80.0,25,4,2023,Tuesday
Camilla Castle,USA,Eclairs,2023-10-06,5031.4,401.0,6,10,2023,Friday
Madelene Upcott,New Zealand,White Choc,2023-08-22,11510.71,56.0,22,8,2023,Tuesday
Van Tuxwell,India,After Nines,2023-06-27,15021.98,211.0,27,6,2023,Tuesday
Husein Augar,India,Orange Choco,2023-06-30,4517.19,40.0,30,6,2023,Friday
Jehu Rudeforth,India,Almond Choco,2023-08-30,10778.53,99.0,30,8,2023,Wednesday
Karlen McCaffrey,Australia,Raspberry Choco,2023-08-23,1145.72,60.0,23,8,2023,Wednesday
Camilla Castle,New Zealand,99% Dark & Pure,2023-08-26,2518.5,45.0,26,8,2023,Saturday
Gigi Bohling,Australia,Orange Choco,2023-09-03,596.63,158.0,3,9,2023,Sunday
Kelci Walkden,UK,Drinking Coco,2023-04-20,1858.71,24.0,20,4,2023,Thursday
Mallorie Waber,Canada,Caramel Stuffed Bars,2023-10-06,5194.28,547.0,6,10,2023,Friday
Husein Augar,Australia,Organic Choco Syrup,2023-08-02,960.69,155.0,2,8,2023,Wednesday
Brien Boise,Australia,White Choc,2023-08-25,5347.12,23.0,25,8,2023,Friday
Dotty Strutley,India,Peanut Butter Cubes,2023-02-16,9805.11,76.0,16,2,2023,Thursday
Dennison Crosswaite,UK,99% Dark & Pure,2023-05-30,13205.42,26.0,30,5,2023,Tuesday
Gigi Bohling,New Zealand,50% Dark Bites,2023-06-29,5929.2,65.0,29,6,2023,Thursday
Gigi Bohling,USA,Milk Bars,2023-06-16,516.92,141.0,16,6,2023,Friday
Brien Boise,UK,Caramel Stuffed Bars,2023-04-03,2882.76,145.0,3,4,2023,Monday
Curtice Advani,New Zealand,Peanut Butter Cubes,2023-03-15,1637.72,454.0,15,3,2023,Wednesday
Curtice Advani,New Zealand,50% Dark Bites,2023-01-27,10791.46,88.0,27,1,2023,Friday
Beverie Moffet,Canada,Drinking Coco,2023-05-07,1093.46,115.0,7,5,2023,Sunday
Barr Faughny,USA,Caramel Stuffed Bars,2023-03-29,3407.61,316.0,29,3,2023,Wednesday
Mallorie Waber,Canada,Almond Choco,2023-12-05,4753.93,37.0,5,12,2023,Tuesday
Oby Sorrel,USA,Drinking Coco,2023-11-03,8280.62,47.0,3,11,2023,Friday
Brien Boise,New Zealand,Eclairs,2023-11-07,4981.78,299.0,7,11,2023,Tuesday
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2023-01-08,13998.33,60.0,8,1,2023,Sunday
Gunar Cockshoot,UK,Spicy Special Slims,2023-02-16,13105.65,199.0,16,2,2023,Thursday
Curtice Advani,USA,After Nines,2023-04-13,15728.81,256.0,13,4,2023,Thursday
Oby Sorrel,India,Choco Coated Almonds,2023-02-14,53.85,399.0,14,2,2023,Tuesday
Ches Bonnell,Australia,Peanut Butter Cubes,2023-03-14,10857.23,73.0,14,3,2023,Tuesday
Oby Sorrel,Australia,Spicy Special Slims,2023-04-26,12412.53,25.0,26,4,2023,Wednesday
Jehu Rudeforth,Canada,Manuka Honey Choco,2023-05-04,3669.15,209.0,4,5,2023,Thursday
Camilla Castle,Canada,Drinking Coco,2023-03-03,13555.26,279.0,3,3,2023,Friday
Kaine Padly,USA,Spicy Special Slims,2023-06-13,2333.84,171.0,13,6,2023,Tuesday
Marney O'Breen,New Zealand,70% Dark Bites,2023-02-14,8973.05,360.0,14,2,2023,Tuesday
Roddy Speechley,New Zealand,99% Dark & Pure,2023-04-18,8610.38,188.0,18,4,2023,Tuesday
Oby Sorrel,New Zealand,85% Dark Bars,2023-01-02,3432.3,452.0,2,1,2023,Monday
Dotty Strutley,New Zealand,Orange Choco,2023-04-08,2283.39,155.0,8,4,2023,Saturday
Andria Kimpton,New Zealand,Almond Choco,2023-05-04,7190.49,165.0,4,5,2023,Thursday
Karlen McCaffrey,Australia,99% Dark & Pure,2023-01-26,11303.07,166.0,26,1,2023,Thursday
Kaine Padly,UK,After Nines,2023-01-21,18911.49,171.0,21,1,2023,Saturday
Kaine Padly,Canada,After Nines,2023-08-22,6233.02,178.0,22,8,2023,Tuesday
Kaine Padly,UK,Drinking Coco,2023-01-27,2334.5,233.0,27,1,2023,Friday
Rafaelita Blaksland,UK,50% Dark Bites,2023-02-16,11099.73,73.0,16,2,2023,Thursday
Dotty Strutley,USA,Raspberry Choco,2023-03-01,3590.55,47.0,1,3,2023,Wednesday
Karlen McCaffrey,USA,White Choc,2023-08-24,5209.4,2.0,24,8,2023,Thursday
Oby Sorrel,USA,Spicy Special Slims,2023-07-02,6315.14,398.0,2,7,2023,Sunday
Mallorie Waber,Australia,Smooth Sliky Salty,2023-11-02,4454.71,117.0,2,11,2023,Thursday
Kaine Padly,Canada,Organic Choco Syrup,2023-03-29,6078.71,78.0,29,3,2023,Wednesday
Marney O'Breen,USA,Peanut Butter Cubes,2023-06-15,695.96,363.0,15,6,2023,Thursday
Dennison Crosswaite,UK,Smooth Sliky Salty,2023-04-26,563.76,151.0,26,4,2023,Wednesday
Brien Boise,Australia,Organic Choco Syrup,2023-07-15,4479.69,261.0,15,7,2023,Saturday
Beverie Moffet,India,Organic Choco Syrup,2023-06-23,1093.72,22.0,23,6,2023,Friday
Dennison Crosswaite,Australia,Baker's Choco Chips,2023-11-01,15870.43,449.0,1,11,2023,Wednesday
Beverie Moffet,UK,50% Dark Bites,2023-09-02,2529.82,297.0,2,9,2023,Saturday
Van Tuxwell,UK,Almond Choco,2023-06-06,11258.39,217.0,6,6,2023,Tuesday
Dotty Strutley,UK,Caramel Stuffed Bars,2023-10-08,6180.45,230.0,8,10,2023,Sunday
Wilone O'Kielt,Australia,Smooth Sliky Salty,2023-04-01,2496.06,45.0,1,4,2023,Saturday
Andria Kimpton,Canada,70% Dark Bites,2023-08-04,10964.29,16.0,4,8,2023,Friday
Barr Faughny,UK,Milk Bars,2023-02-03,4012.51,409.0,3,2,2023,Friday
Van Tuxwell,Canada,Drinking Coco,2023-06-15,4919.25,746.0,15,6,2023,Thursday
Jehu Rudeforth,Australia,After Nines,2023-02-14,5602.02,51.0,14,2,2023,Tuesday
Husein Augar,UK,After Nines,2023-05-07,3563.87,372.0,7,5,2023,Sunday
Barr Faughny,India,Mint Chip Choco,2023-12-01,8313.09,493.0,1,12,2023,Friday
Curtice Advani,India,Mint Chip Choco,2023-03-03,8447.48,96.0,3,3,2023,Friday
Jehu Rudeforth,New Zealand,Milk Bars,2023-05-18,2646.23,198.0,18,5,2023,Thursday
Gunar Cockshoot,India,Caramel Stuffed Bars,2023-07-28,2706.83,198.0,28,7,2023,Friday
Curtice Advani,UK,Manuka Honey Choco,2023-07-02,1710.48,108.0,2,7,2023,Sunday
Andria Kimpton,India,Orange Choco,2023-05-30,318.19,417.0,30,5,2023,Tuesday
Mallorie Waber,Australia,Raspberry Choco,2023-04-25,9479.65,26.0,25,4,2023,Tuesday
Beverie Moffet,Canada,85% Dark Bars,2023-02-16,6393.2,44.0,16,2,2023,Thursday
Kelci Walkden,Australia,Drinking Coco,2023-04-05,1355.65,60.0,5,4,2023,Wednesday
Van Tuxwell,Canada,70% Dark Bites,2023-02-06,7911.23,74.0,6,2,2023,Monday
Dennison Crosswaite,USA,Caramel Stuffed Bars,2023-11-07,2583.03,501.0,7,11,2023,Tuesday
Beverie Moffet,New Zealand,Spicy Special Slims,2023-07-06,66.13,65.0,6,7,2023,Thursday
Jan Morforth,UK,Almond Choco,2023-06-07,10668.69,150.0,7,6,2023,Wednesday
Husein Augar,India,Raspberry Choco,2023-06-15,10994.3,152.0,15,6,2023,Thursday
Dotty Strutley,India,Mint Chip Choco,2023-04-14,1259.61,227.0,14,4,2023,Friday
Camilla Castle,India,Drinking Coco,2023-08-08,492.13,164.0,8,8,2023,Tuesday
Marney O'Breen,UK,Drinking Coco,2023-03-29,1016.77,28.0,29,3,2023,Wednesday
Roddy Speechley,Australia,Organic Choco Syrup,2023-04-07,4111.42,81.0,7,4,2023,Friday
Ches Bonnell,India,99% Dark & Pure,2023-02-16,503.97,105.0,16,2,2023,Thursday
Rafaelita Blaksland,Canada,Spicy Special Slims,2023-02-05,2883.71,163.0,5,2,2023,Sunday
Van Tuxwell,India,Eclairs,2023-07-21,11861.89,105.0,21,7,2023,Friday
Gunar Cockshoot,Australia,99% Dark & Pure,2023-08-18,8564.73,237.0,18,8,2023,Friday
Kaine Padly,USA,85% Dark Bars,2023-06-22,538.03,271.0,22,6,2023,Thursday
Camilla Castle,UK,Peanut Butter Cubes,2023-07-19,5231.88,125.0,19,7,2023,Wednesday
Madelene Upcott,UK,Peanut Butter Cubes,2023-12-08,7916.13,84.0,8,12,2023,Friday
Madelene Upcott,USA,Choco Coated Almonds,2023-07-06,6016.32,143.0,6,7,2023,Thursday
Marney O'Breen,Canada,Peanut Butter Cubes,2023-08-03,7504.86,97.0,3,8,2023,Thursday
Ches Bonnell,Australia,Choco Coated Almonds,2023-08-04,1590.98,182.0,4,8,2023,Friday
Curtice Advani,Canada,Eclairs,2023-06-05,740.07,205.0,5,6,2023,Monday
Roddy Speechley,India,Drinking Coco,2023-05-31,4591.11,11.0,31,5,2023,Wednesday
Van Tuxwell,Australia,Mint Chip Choco,2023-01-13,2686.51,324.0,13,1,2023,Friday
Dennison Crosswaite,USA,70% Dark Bites,2023-03-15,735.48,77.0,15,3,2023,Wednesday
Andria Kimpton,Canada,Peanut Butter Cubes,2023-02-16,1160.54,311.0,16,2,2023,Thursday
Gigi Bohling,USA,70% Dark Bites,2023-01-14,8078.15,189.0,14,1,2023,Saturday
Rafaelita Blaksland,Australia,White Choc,2023-03-21,7467.74,111.0,21,3,2023,Tuesday
Roddy Speechley,Canada,Drinking Coco,2023-05-17,7588.41,342.0,17,5,2023,Wednesday
